Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2022-04-18,273.4456481933594,275.336726354856,271.3206320318311,271.8762645298716,20778000
2022-04-19,278.10516357421875,278.9532485087538,271.3889341815737,272.3344734724712,22297700
2022-04-20,279.13848876953125,282.3942860057987,278.1734643525172,282.10183363083985,22906700
2022-04-21,273.7284240722656,285.90343697514515,272.9973378579603,281.302466543198,29454600
2022-04-22,267.11932373046875,276.058081517307,266.4857218225343,274.57639487331437,29405800
2022-04-25,273.640625,274.02077426205614,263.941538553541,266.3980066233075,35678900
2022-04-26,263.40545654296875,271.34016243652076,263.1910034243338,270.5018646305653,46518400
2022-04-27,276.07763671875,283.63219386636825,272.12002593480327,274.9858861228988,63477700
2022-04-28,282.325927734375,283.6418885091446,274.3619509995726,277.9978961517353,33646600
2022-04-29,270.5213317871094,282.5696457327582,269.52706543762076,281.3316542777626,37073900
2022-05-02,277.2961120605469,277.7542605844876,269.2541641761208,270.70657918377503,35151100
2022-05-03,274.67388916015625,276.96463129515183,273.0849907910324,276.79890537561334,25978600
2022-05-04,282.6671447753906,283.5444421593352,269.7512901427397,275.4634953465318,33599300
2022-05-05,270.3556823730469,279.1287167621259,267.4215802413478,278.33914604694667,43260400
2022-05-06,267.8017272949219,272.20772888488153,264.42896194821265,267.8796967243855,37780300
2022-05-09,257.9076843261719,265.4914834457657,256.67947982600253,263.2494978241472,47726000
2022-05-10,262.70361328125,266.84643464097286,258.38533839168707,264.8383871382154,39336400
2022-05-11,253.9792938232422,264.5166788733009,252.76081701589987,258.97992740025,48975900
2022-05-12,248.9104766845703,253.32623595061162,243.71488919764607,251.19146195961426,51033800
2022-05-13,254.53492736816406,256.40652084056336,248.91044911305778,250.86001201232125,34925100
2022-05-16,254.90538024902344,259.11644376588214,249.3296284853974,253.404208303593,32550900
2022-05-17,260.0912170410156,261.5631169343919,255.8411540674959,259.399100730676,28828800
2022-05-18,248.24935913085938,257.5508977900606,246.9694234726405,256.96466066160133,31356000
2022-05-19,247.33091735839844,251.75697618113554,246.09983733156085,248.07347143525826,32692300
2022-05-20,246.76422119140625,252.60700218610816,240.78466843805458,251.3368168478214,39199300
2022-05-23,254.66851806640625,255.49901796971986,247.61420364334765,249.62694265614437,33175400
2022-05-24,253.66220092773438,255.33295127139317,247.68264827273939,251.97192028094892,29043900
2022-05-25,256.49566650390625,258.50839113022187,251.229372012258,252.2162040206806,28547900
2022-05-26,259.7980651855469,260.98028950347117,255.4306424883963,256.2513624145197,25002100
2022-05-27,266.96966552734375,267.06737668588744,261.42001760227106,262.3189185167098,26910800
2022-05-31,265.63104248046875,268.4644864637891,262.75850808008653,266.27590018435575,37827700
2022-06-01,266.16845703125,271.31750913902687,263.843069041527,268.8846597665916,25292200
2022-06-02,268.27886962890625,268.34727041092106,255.59675637137263,258.3813599596805,44008200
2022-06-03,263.82354736328125,267.1748580929642,262.25050809236035,264.1069007674734,28059000
2022-06-06,262.5826416015625,267.88802512038586,261.0877537090418,265.816680309024,22400300
2022-06-07,266.24664306640625,266.862190534899,259.83718498016987,260.52113323788575,22860700
2022-06-08,264.2045593261719,266.73511970427035,263.42290005939776,265.474714635958,17372300
2022-06-09,258.7135925292969,266.45182722597934,258.5572606402289,261.6349682995289,26439700
2022-06-10,247.18434143066406,254.60014614141426,246.73489104071965,254.60014614141426,31422800
2022-06-13,236.70057678222656,243.30545685676884,235.98733310322459,239.4851805295695,46135800
2022-06-14,238.87939453125,240.10070925355024,235.96776949907485,238.26384714045005,28651500
2022-06-15,245.98255920410156,249.44133097278552,240.76510609798785,242.61173342919113,33111700
2022-06-16,239.34840393066406,241.7421780918866,237.44315571698203,240.33522097758944,33169200
2022-06-17,241.96688842773438,244.75149220671116,238.42996544684556,239.08458840742492,43084800
2022-06-21,247.91714477539062,248.90396178868318,243.7842046658451,244.51699356218077,29928300
2022-06-22,247.3211212158203,251.26841874585492,244.62444876832834,246.10957164458284,25939900
2022-06-23,252.91964721679688,253.4179532405101,247.8096847275751,249.70516784913139,25861400
2022-06-24,261.5567626953125,261.8303359897914,255.71398255656243,255.80191363508214,33923200
2022-06-27,258.8113098144531,262.14303078226516,257.2382406428297,262.0550996833187,24615100
2022-06-28,250.59423828125,260.78488066236616,250.4379064264816,257.922126251473,27295500
2022-06-29,254.28753662109375,255.95828701853867,249.89078816963055,251.678794932752,20069800
2022-06-30,250.9362335205078,253.57428565271542,247.09642660004045,251.15118613733407,31730900
2022-07-01,253.6230926513672,253.8087348784013,248.76715893036126,250.50632484705463,22837700
2022-07-05,256.81805419921875,256.9450756953764,248.89416404155705,250.28157571455267,22941000
2022-07-06,260.1009521484375,261.8401031652253,256.3783871640925,257.6974130616981,23824400
2022-07-07,262.24072265625,262.8855804850251,258.9382824803674,259.0359936333195,20859900
2022-07-08,261.5177001953125,261.9476053921388,257.2479884069412,258.71356617323374,19658800
2022-07-11,258.44000244140625,260.4136365057184,256.16345486227567,259.5538260801544,19455200
2022-07-12,247.84873962402344,259.8371699313609,246.25614034660703,259.77854920606694,35868500
2022-07-13,246.92051696777344,247.73147170114746,242.41630784925707,244.44857725784024,29497400
2022-07-14,248.24935913085938,249.2850318036585,240.29615692193676,244.81991218267237,25102800
2022-07-15,250.82875061035156,254.39498387786978,248.9235024960798,249.85169876625037,29774100
2022-07-18,248.4154510498047,254.8542196346372,247.48725470607403,253.78923661823706,20975000
2022-07-19,253.57427978515625,253.7599220325405,247.85852017580478,251.66901664295315,25012600
2022-07-20,256.25140380859375,258.79174483824187,252.96852357379373,253.93579546132244,22788300
2022-07-21,258.7624206542969,258.8112911394695,251.1316477290945,253.82832050457455,22404700
2022-07-22,254.3852081298828,259.2411570700672,253.12483269805247,259.1532259806783,21881300
2022-07-25,252.89035034179688,255.49909224260645,250.91671608048443,255.01056625361485,21056000
2022-07-26,246.11936950683594,253.91625446198128,243.84285168222232,253.8966943407885,39348000
2022-07-27,262.5729064941406,263.85284204135934,252.9098791339182,255.1668665380829,45994000
2022-07-28,270.0669250488281,271.46410213964964,261.72289329505287,263.5597556772068,33459300
2022-07-29,274.29754638671875,275.528641347026,270.2818773091578,271.327330019347,32152800
2022-08-01,271.63018798828125,274.8251367286238,269.5099724039233,271.4445457557554,21539600
2022-08-02,268.513427734375,271.5129844181178,266.12941855832804,269.66634189503026,22754200
2022-08-03,275.9878234863281,276.99418564890556,270.26228442614376,270.4088660501321,23518900
2022-08-04,277.1407470703125,277.2872988821304,273.7406257671143,275.33319521187644,18098700
2022-08-05,276.4177551269531,277.14076398755924,272.28481487787076,272.74403046110217,16774600
2022-08-08,273.88714599609375,279.3586416053195,272.9100942736339,277.53152983782763,18739200
2022-08-09,275.82171630859375,276.5838155339825,271.23934089655916,273.2227847117655,23405200
2022-08-10,282.5243225097656,283.15940026226946,280.35526616412074,281.5570506992945,24687800
2022-08-11,280.4334411621094,284.527291235615,279.93516494120047,284.1755668443852,20065900
2022-08-12,285.2112121582031,285.2112121582031,280.35526321914153,281.85993143304614,22619700
2022-08-15,286.7353820800781,287.4290804829766,283.4524726514288,284.32206303277985,18085700
